AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Coventry at City View","covcv76132","Value-Add","Acquisition",2013-03-26 00:00:00.0000000,2016-07-20 00:00:00.0000000,False,2014-10-14 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2014-10-14 00:00:00.0000000,23104,5,7508,19100,2951484,111,1997.000000,1997,,360,352182,2013-09-30 00:00:00.0000000,2014-10-31 00:00:00.0000000,,31260000,3444507.48,1487230.3999999999,36191737.880000003,False,True,False,"76132-3800",32.675812,-97.420700,"www.coventryluxuryapts.com","coventry@cortlandpartners.com","coventry","(817) 263-5900","5200 Bryant Irvin Rd",,"Bryant Irvin TX Partners, LLC","46-1828675","Portfolio 8","Fort Worth","TX"
"Cortland Park 83","par830076","Value-Add","Acquisition",2012-04-23 00:00:00.0000000,2017-12-21 00:00:00.0000000,False,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,29,6729,12060,2691034,5,1992.500000,1996,,664,683160,,,82.700000000000003,38750000,8739527.9000000004,1865471.8100000001,49354999.710000001,False,True,False,"30076-4500",34.013438,-84.302619,"cortland.com/park-83","Park83@cortland.com","park83","(770) 343-4309","100 Calibre Creek Pkwy",,"Calibre Creek Apartment Partners, LLC","45-4370755","Portfolio Zero","Roswell","GA"
"Cortland on Cherry Creek","covccbre80231","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2021-01-13 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2021-01-13 00:00:00.0000000,19740,12,7786,19740,3862659,1361,1996.000000,1996,,384,370380,,,17.100000000000001,110870751,,,,False,True,True,"80231-4199",39.676574,-104.895866,"cortland.com/cherry-creek","cherrycreek@cortland.com","covingtonbre","(720) 619-3025","2234 S Trenton Way",,,"84-4601448","Acorn 1","Denver","CO"
"Cortland Rosslyn - Phase 2","corrosscp22209","Core-plus","Acquisition",2022-07-12 00:00:00.0000000,,False,2024-05-21 00:00:00.0000000,"Urban","A","High-rise","Stabilized",2024-05-21 00:00:00.0000000,47900,7,6692,47900,5000432,1875,2021.000000,2021,,455,393867,,,,334642240,3358254,3199373,341199867,False,False,False,"22209-2521",38.894842,-77.076732,"www.cortland.com/rosslyn","rosslyn@cortland.com","evo","(571) 200-4816","1788 N Pierce St",,"N Pierce VA Partners – Phase I, LLC","83-2495528","CGI","Arlington","VA"
"1500 Oak","1500o30021","Opportunistic","Acquisition",2011-05-27 00:00:00.0000000,2015-11-09 00:00:00.0000000,False,,"Suburban","B","Garden-Style","Non-Stabilized",2015-07-19 00:00:00.0000000,12060,14,6731,12060,2690749,3,1973.000000,1973,,368,483400,2014-03-31 00:00:00.0000000,2015-06-30 00:00:00.0000000,34.399999999999999,10300000,4900703.96,292855.62,15493559.58,False,True,False,"30021-3106",33.823356,-84.230138,"www.1500oak.com","1500oak@cortlandpartners.com","aldnrid","(770) 938-1241","1500 Post Oak Dr",,,,"Stand-alone","Clarkston","GA"
"Cortland Duluth - Phase 2A","astpoef30096","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2023-12-19 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-12-19 00:00:00.0000000,12060,32,6730,12060,4601568,1098,1999.000000,1999,2014,308,298222,,,28.829999999999998,53600000,322400,683611.03471667203,54606011.034716703,False,True,True,"30096-4683",33.953873,-84.089881,"www.cortland.com/duluth","duluth@cortland.com","idlewylde1oef","(404) 999-2841","1335 Herrington Rd",,,,"CGI","Duluth","GA"
"Cortland Waters Edge","corwe75229","Value-Add","Acquisition",2018-07-13 00:00:00.0000000,,False,2019-11-04 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-11-04 00:00:00.0000000,19124,18,7533,19100,4372066,776,2014.000000,2014,2016,582,553440,2018-08-31 00:00:00.0000000,2020-07-31 00:00:00.0000000,44,108500000,5633123,3730478,117863601,False,True,False,"75229-3107",32.897585,-96.919597,"www.cortlandwatersedge.com","watersedge@cortland.com","watersedge","(972) 236-4602","1701 Royal Ln",,,,"GTIS Portfolio","Dallas","TX"
"Attiva Winterhaven","attw89108","Value-Add","Acquisition",2016-10-27 00:00:00.0000000,2020-01-10 00:00:00.0000000,False,2018-06-03 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2018-06-03 00:00:00.0000000,29820,12,7872,29820,4064830,457,2001.000000,2001,,96,65196,2017-02-28 00:00:00.0000000,2017-07-31 00:00:00.0000000,,6125000,1854277,530280,8509557,True,True,False,"89108-5066",36.221158,-115.245678,"www.attivawinterhaven.com","AttivaWinterhaven@cortland.com","attwinterhaven","(702) 658-1481","3300 Winterhaven St",,"Winterhaven NV Partners LLC","81-4062733","Vegas Portfolio","Las Vegas","NV"
"Canopy","can30093","Value-Add","Acquisition",2016-04-27 00:00:00.0000000,2019-05-09 00:00:00.0000000,False,2018-06-17 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2018-06-17 00:00:00.0000000,12060,31,6727,12060,3862656,423,1986.000000,1986,,684,602666,2016-07-31 00:00:00.0000000,2018-05-31 00:00:00.0000000,59.340000000000003,49250000,15995501.2972,1357587.9188999999,66603089.2161,False,True,False,"30093-2100",33.913885,-84.189295,"www.liveatcanopy.com","canopy@cortlandpartners.com","oakbrook","(770) 381-9050","1635 Pirkle Rd",,"Pirkle GA Partners, LLC","81-0993565","Portfolio 16","Norcross","GA"
"Cortland Rosslyn","corross22209",,,2022-05-17 00:00:00.0000000,,False,,,,,"Non-Stabilized",,47900,7,6692,47900,4971414,,,,,,,,,,,,,,False,False,False,"22209-2521",38.894842,-77.076732,"www.cortland.com/rosslyn","rosslyn@cortland.com",,"(571) 777-1577","1788 N Pierce St",,"N Pierce VA Partners – Phase I, LLC","83-2495528","CGI","Arlington","VA"
"Cortland Hunters Creek","corhc34741","Core-Plus","Acquisition",2018-02-06 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2018-09-16 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-09-16 00:00:00.0000000,36740,13,7501,36740,4295537,735,2017.000000,2017,,288,295329,2018-03-31 00:00:00.0000000,2018-08-31 00:00:00.0000000,,59150000,485682,1980194,61615876,False,True,False,"34741-0960",28.338003,-81.415667,"www.cortlandhunterscreek.com","hunterscreek@cortland.com","huntcreek","(407) 753-7087","3021 Savosa Ave",,,,"Stand-alone","Kissimmee","FL"
"Mint Urban Infinity - Phase 1","mintui180246","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,2024-03-07 00:00:00.0000000,"Urban","B","High-rise","Stabilized",2024-03-07 00:00:00.0000000,19740,11,7796,19740,4988129,1863,1962.000000,1962,,217,177382,,,,60729055.259999998,12214212,1661021,74604287,False,True,False,"80246-7706",39.694718,-104.938420,"minturbaninfinity.com","info@minturbaninfinity.com","mint1","(720) 386-7650","1251 S Bellaire St",561,"Bellaire CO Partners I, LLC and Bellaire CO Partners II, LLC","61-1870995","CGI","Denver","CO"
"Cortland South Kendall - Phase 1","corsk33177","Core-Plus","Acquisition",2021-11-30 00:00:00.0000000,,False,2024-01-01 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2024-01-01 00:00:00.0000000,33124,6,7609,33100,5076050,1660,2020.000000,2020,,408,422124,,,,160375000,1520100,2910843,164703943,False,False,False,"33177-1400",25.623435,-80.398615,"cortland.com/south-kendall","southkendall@cortland.com","southkendall","(786) 829-7201","15520 SW 127th Ave",408,"SW 127th FL Partners-Phase 1, LLC (DE)","85-2361889","Oaktree","Miami","FL"
"CDE Retail","echcomm30030","Opportunistic","Development",,,False,,,,"Mid-rise","Non-Stabilized",,,,,,4312972,1218,,,,,,,,,,,,,False,True,False,"30030",,,"https://cortland.com/apartments/cortland-decatur-east/","DecaturEast@cortland.com","amberflatscomm","(470) 785-8039","2641 E College Ave",15,,,"Sunbelt","Decatur","GA"
"Smokey Trails of Limon","smoktl80828",,,,,False,,"Suburban",,,"Non-Stabilized",,,,,,3426823,241,,,,38,29442,,,,,,,,False,False,False,"80828-2111",39.265550,-103.675437,"www.smokeytrailapartments.com","smokeytrail@cortlandpartners.com","smokeytrails","(719) 775-2296","510 Smokey Trail Dr",,,,,"Limon","CO"
"Cortland Uptown Boca","corub33428","Core-Plus","Acquisition",2021-08-05 00:00:00.0000000,,False,2021-09-04 00:00:00.0000000,"Suburban","A","Mid-Rise","Stabilized",2021-09-04 00:00:00.0000000,48424,1,7598,33100,4832185,1554,2021.000000,2021,,456,510780,,,,230000000,2090100,2392766.46,234482866.46000001,False,False,False,"33428-6554",26.364849,-80.197011,"www.cortland.com/uptown-boca","uptownboca@cortland.com","uptown","(561) 277-0510","20940 Uptown Ave",,"Uptown FL Partners LLC ","83-2495528","CGI","Boca Raton","FL"
"Phase 2","visll234711","Core-Plus","Acquisition",2015-01-30 00:00:00.0000000,2016-10-13 00:00:00.0000000,False,2015-03-10 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2015-03-10 00:00:00.0000000,36740,14,7496,36740,3547169,300,2013.000000,2013,,192,195120,,,16.420000000000002,25772064.695099998,79750,1022591.7074,26874406.4025,False,True,False,"34711-6824",28.532018,-81.728272,"http://www.vistaatlostlakeflor","VistaLostLake@cortlandpartners.com","vista2","(352) 242-4471","2550 Citrus Tower Blvd",,"Citrus Tower FL Phase II, LLC","47-2267660","Portfolio 12","Clermont","FL"
"Cortland Holcomb Bridge","attbre30022","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2017-09-17 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-09-17 00:00:00.0000000,12060,30,6729,12060,3712014,1350,1986.000000,1986,,304,288540,,,30.300000000000001,66848757,,,,False,True,True,"30022-5308",33.995691,-84.280988,"cortland.com/holcomb-bridge","holcombbridge@cortland.com","holcombspondbre","(404) 594-5507","2745 Holcomb Bridge Rd",,,"84-4601448","Acorn 1","Alpharetta","GA"
"Cortland at the Village - Phase 1","villp1oef30080","Core-Plus","Acquisition",2019-03-18 00:00:00.0000000,,False,2019-09-02 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-09-02 00:00:00.0000000,12060,23,6713,12060,3362715,1179,1983.000000,1983,,301,320405,,,24.896000000000001,54455172,3174013.3017496299,475970.95575838402,58105156.671301097,False,True,True,"30080-7698",33.894969,-84.489911,"www.cortland.com/village","Villagers@cortland.com","village1oef","(770) 343-3358","2085 Lake Park Dr SE",,,,"CGI","Smyrna","GA"
"Cortland Vizcaya","vizcbre77084","Core-Plus","Acquisition",2019-04-01 00:00:00.0000000,2024-12-20 00:00:00.0000000,False,2023-06-09 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-06-09 00:00:00.0000000,26420,20,6836,26420,3115899,1168,2004.000000,2004,,312,310764,,,14.109999999999999,39082500,415000,461982.86428035598,39959482.864280403,False,True,True,"77084-5884",29.793358,-95.690264,"cortland.com/vizcaya","vizcaya@cortland.com","vizcayacbre","(281) 502-4652","18108 S Parkview Dr",,,,"YieldCo IV","Houston","TX"
"GE Tower","gt30312","Opportunistic","Acquisition",2013-03-01 00:00:00.0000000,2021-12-22 00:00:00.0000000,True,2013-09-15 00:00:00.0000000,"Suburban","C","Garden-Style","Stabilized",2013-09-15 00:00:00.0000000,12060,1,6751,12060,2801922,103,,,,201,188026,,,4.1600000000000001,,,,,False,True,False,"30312-2459",33.737841,-84.403971,"http://www.getower.com/","GETower@cortlandpartners.com","getower","(404) 653-0988","490 Glenn St SW",,"Urfa-Sexton L.P.",,"Stand-alone","Atlanta","GA"
"Cortland Biltmore Place","corbp85016pp",,,,,False,,,,,"Non-Stabilized",,,,,,,,,,,,,,,,,,,,False,False,True,,,,,,,,,,,,,,
"Tuscana","tus30093","Opportunistic","Acquisition",2012-05-25 00:00:00.0000000,2017-08-16 00:00:00.0000000,False,2013-07-06 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2013-07-06 00:00:00.0000000,12060,31,6727,12060,2690748,1,1973.000000,1973,,260,227208,,2015-07-01 00:00:00.0000000,20.77,7000000,3203699,786301,10990000,False,True,False,"30093-1001",33.904807,-84.234298,"http://www.tuscanaatlanta.com/","tuscana@cortlandpartners.com","Tuscana","(770) 448-0276","6860 Bebout Dr",,,,"Portfolio Zero","Norcross","GA"
"Towne West Manor","towwm30311","Opportunistic","Development",2011-04-14 00:00:00.0000000,2020-02-11 00:00:00.0000000,True,2012-07-08 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2012-07-08 00:00:00.0000000,12060,5,6751,12060,2738008,31,1971.000000,1973,,108,99498,,2014-01-31 00:00:00.0000000,8.4000000000000004,1250000,155500,159906.9767,1565406.9767,False,False,False,"30311-1800",33.747362,-84.495321,"http://www.townewestmanor.com/","townewestmanor@cortlandpartners.com","townew","(404) 699-7178","330 Brownlee Rd SW",,"Delmonte Townhomes, LP","58-2539471","Portfolio Zero","Atlanta","GA"
"West M Phase 2","wesm270605","Opportunistic","Development",2013-10-15 00:00:00.0000000,2016-09-23 00:00:00.0000000,False,2016-03-27 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2016-03-27 00:00:00.0000000,29340,,,29340,2691042,253,2013.000000,2013,,144,155313,,2014-09-30 00:00:00.0000000,8.2799999999999994,2030000,12682690,1907310,16620000,False,False,False,"70605-4291",30.177600,-93.239810,"http://www.westmapartments.com","westm@cortlandpartners.com","westm2","(337) 478-8449","1330 W Mcneese St",,"West M Investors, LLC","27-1712459","Portfolio Zero","Lake Charles","LA"
"Deerwood Village","deerv34471","Value-Add","Acquisition",2015-08-28 00:00:00.0000000,2018-10-09 00:00:00.0000000,False,2017-09-12 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-09-12 00:00:00.0000000,36100,,9016,36100,3712013,344,2006.000000,2006,,328,332805,2015-10-31 00:00:00.0000000,2017-02-28 00:00:00.0000000,35.420000000000002,34150000,5323381.3025000002,1120967.4079,40594348.7104,False,True,False,"34471-8240",29.168145,-82.116205,"http://deerwoodvillageapts.com","DeerwoodVillage@cortlandpartners.com","deerwoodvillage","(352) 629-4779","1850 SE 18th Ave",,"Ocala FL Apartment Partners, LC","47-4252170","Portfolio 14","Ocala","FL"
"Anson at the Lakes","ansl28210","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2019-06-25 00:00:00.0000000,False,2017-07-15 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-07-15 00:00:00.0000000,16740,9,7779,16740,3519463,293,1993.000000,1993,,694,601992,2015-04-30 00:00:00.0000000,2017-10-31 00:00:00.0000000,46.310000000000002,60400000,14877455.4027,2108392.3531999998,77385847.755899996,False,True,False,"28210-7457",35.126216,-80.875159,"ANSONATTHELAKES.COM","ansonatthelakes@cortlandpartners.com","waterford","(704) 552-5446","8000 Waterford Lakes Dr",,"Waterford Lakes NC Partners, LLC","47-2515566","Portfolio 12","Charlotte","NC"
"Cortland at the Village - Phase 4","villp430080","Value-Add","Acquisition",2014-06-30 00:00:00.0000000,2019-03-18 00:00:00.0000000,False,2017-08-07 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-08-07 00:00:00.0000000,12060,23,6713,12060,3362715,206,1987.500000,1988,,702,585090,2014-11-30 00:00:00.0000000,2016-12-31 00:00:00.0000000,42.423999999999999,58017350,11969871,1753208,71740429,False,True,False,"30080-7698",33.888831,-84.492376,"www.cortland.com/village","Villagers@cortland.com","village4","(770) 343-3358","2085 Lake Park Dr SE",,"Lake Park Partners - Phase 4, LLC","46-5766449","Portfolio 10","Smyrna","GA"
"Cortland Olde Raleigh","cororTL27612","Value-Add","Acquisition",2021-08-20 00:00:00.0000000,,False,2023-12-16 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-12-16 00:00:00.0000000,239580,2,7346,39580,4749856,1607,1995.000000,1995,,228,230988,2021-03-31 00:00:00.0000000,2022-11-30 00:00:00.0000000,,42829056.603773601,7793307.9966345504,1824659.72899818,52447024.329406299,False,True,False,"27612-2415",35.835145,-78.713034,"cortland.com/olde-raleigh","OldeRaleigh@cortland.com","olderaleightl","(919) 351-6508","4000 Grand Manor Ct",,"Grand Manor NC Partners LP","85-2361889","Torch Light","Raleigh","NC"
"Parkers Landing","parlcbre33615","Core-Plus","Acquisition",2019-04-01 00:00:00.0000000,,False,2020-01-14 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2020-01-14 00:00:00.0000000,45300,3,7910,45300,4531917,1171,2018.000000,2018,,182,184192,,,,42000000,1100000,383585.83162217698,43483585.831622198,False,True,True,"33615-5804",28.005716,-82.602152,"https://cortland.com/apartments/cortland-bayport/","bayport@cortland.com","parkerscbre","(813) 437-5462","10510 Parkers Landing Dr",,,,"YieldCo IV","Tampa","FL"
"Cortland Pembroke Pines","gatplhmc33025","Core-plus","Acquisition",2022-02-22 00:00:00.0000000,,False,,"Suburban","B","Garden-Style","Non-Stabilized",2023-10-17 00:00:00.0000000,22744,3,7620,33100,4840667,1757,1990.000000,1990,,296,293792,,,,89008635,3564363,3168620,95741618,False,True,True,"33025-1498",26.007040,-80.256134,"cortland.com/pembroke-pines","pembrokepines@cortland.com","pembrokehmc","(754) 529-4758","8530 SW 1st St",,,,"Stand-alone","Pembroke Pines","FL"
"Heritage Station Family","hersf30310","Opportunistic","Development",2004-08-01 00:00:00.0000000,2022-01-04 00:00:00.0000000,True,2012-08-05 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2012-08-05 00:00:00.0000000,12060,5,6751,12060,2691026,19,2006.000000,2006,,220,230599,,2011-08-31 00:00:00.0000000,7.0199999999999996,,,,15813728,False,False,False,"30310-5318",33.733958,-84.401985,"www.heritagestationatlanta.com","heritagestation@cortlandpartners.com","hrtgstf","(404) 588-5522","765 Mcdaniel St SW",,"Pittsburgh Phase I, LP","38-3677212","3rd Party Management","Atlanta","GA"
"Cortland at Phipps Plaza","dompp30326","Core-Plus","Acquisition",2019-01-31 00:00:00.0000000,,False,2020-09-04 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2020-09-04 00:00:00.0000000,12060,7,6709,12060,4450019,1146,2017.000000,2017,,319,269379,,,4.5599999999999996,75542650,3057493,1068068,79668211,False,True,False,"30326-3401",33.855036,-84.361240,"www.cortlandphippsplaza.com","phippsplaza@cortland.com","phipps","(404) 476-6495","707 Park Ave NE",,,,"YieldCo IV","Atlanta","GA"
"Vistas at Hackberry Creek","vishccbre75063","Value-Add","Acquisition",2021-06-11 00:00:00.0000000,,False,2019-10-27 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-10-27 00:00:00.0000000,19124,17,7527,19100,4559240,1512,1984.000000,1984,,560,435208,,,24.559999999999999,88000000,2487914.352,1325793.1146949399,91813707.466694906,False,True,False,"75063-3308",32.905354,-96.982512,"https://cortland.com/apartments/vistas-at-hackberr","vistasathackberrycreek@cortland.com","hackberrycbre","(972) 734-1839","2527 W Royal Ln",,"VISTAS HACKBERRY CREEK LLC","46-2696032","Portfolio 22","Irving","TX"
"Cortland on Coyote Ridge","rialbre75010","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,2019-01-14 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-01-14 00:00:00.0000000,19124,25,7528,19100,4086907,1358,2002.000000,2002,,280,272004,,,18.789999999999999,54079248,,,,False,True,True,"75010-3269",33.027582,-96.932766,"cortland.com/coyote-ridge","coyoteridge@cortland.com","cambriabre","(972) 366-4623","4230 Fairway Dr",,,,"Acorn 1","Carrollton","TX"
"Cortland Rockrimmon","corrockrim80919","Value-add","Acquisition",2022-07-19 00:00:00.0000000,,False,2024-06-22 00:00:00.0000000,"Suburban","B","Garden-style","Stabilized",2024-06-22 00:00:00.0000000,17820,4,8799,17820,4986175,1847,1996.000000,1996,,126,113535,,,,44750000,7818705,1098266,53666971,False,True,False,"80919-3718",38.917839,-104.835605,"www.cortland.com/rockrimmon","rockrimmon@cortland.com","rockrimmon","(719) 259-0908","5965 Nora Pt",126,"Nora Point CO Partners, LLC","85-2361889","Stand-alone","Colorado Springs","CO"
"Cortland Southpark Terraces","estspmbre278748","Core-Plus","Acquisition",2021-07-01 00:00:00.0000000,,False,2024-01-08 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-01-08 00:00:00.0000000,12420,6,7563,12420,5219223,1542,2009.000000,2009,,426,374480,,,,52500000,91714.046340000001,524407.21603347198,53116121.262373403,False,False,True,"78748-6686",30.160543,-97.797051,"cortland.com/southpark-terrace","southparkterraces@cortland.com","estatesbre","(512) 877-1357","10001 S 1st St",,,,"Acorn 2","Austin","TX"
"Cambridge at Hickory Hollow","chh37013","Value-add","Acquisition",2024-10-18 00:00:00.0000000,,False,,"Suburban","B","Garden-style","Non-Stabilized",,34980,3,7976,34980,5409842,2183,1997.000000,1997,,360,358776,,,,65250000,,,,False,False,False,"37013-5037",36.058171,-86.639609,"https://cortland.com/apartments/cambridge-at-hickory-hollow/","hickoryhollowdistro@cortland.com","hickoryhol","(629) 310-0417","660 Bell Rd",360,"Bell TN Partners, LLC","33-1371870","Stand-alone","Antioch","TN"
